uf,ano,faixa_etaria,numero_dose,reforco,imunizante,doenca,meta,meta_atingida,populacao,qt_dose,homog_geo,cobertura,abandono,ultima_dose
CE,2013,0,3,0,,Difteria,95,1,128194,124238,79.8913,96.9141,5.05819,1
RN,2013,0,3,0,,Difteria,95,0,48590,42333,58.6826,87.1229,11.0707,1
PB,2013,0,3,0,,Difteria,95,1,51722,54384,61.8834,105.147,5.01773,1
PE,2013,0,3,0,,Difteria,95,1,142659,136505,71.3513,95.6862,8.92016,1
AL,2013,0,3,0,,Difteria,95,0,53816,49826,67.6471,92.5858,9.66678,1
SE,2013,0,3,0,,Difteria,95,1,34018,34531,78.6667,101.508,4.71315,1
BA,2013,0,3,0,,Difteria,95,0,208312,190957,60.6715,91.6687,7.43095,1
MG,2013,0,3,0,,Difteria,95,0,262422,247561,67.1747,94.337,1.94439,1
ES,2013,0,3,0,,Difteria,95,0,55509,50807,79.4872,91.5293,4.91101,1
RJ,2013,0,3,0,,Difteria,95,0,218969,203534,57.6087,92.9511,10.4321,1
SP,2013,0,3,0,,Difteria,95,1,606142,588964,66.5116,97.166,3.36345,1
PR,2013,0,3,0,,Difteria,95,1,153588,147998,59.3985,96.3604,5.88183,1
SC,2013,0,3,0,,Difteria,95,0,90060,82151,51.8771,91.2181,2.43233,1
RS,2013,0,3,0,,Difteria,95,0,140180,121581,32.5956,86.7321,3.93258,1
MS,2013,0,3,0,,Difteria,95,1,42689,41058,70.8861,96.1793,2.03994,1
MT,2013,0,3,0,,Difteria,95,0,52768,49821,67.3759,94.4152,6.43592,1
GO,2013,0,3,0,,Difteria,95,0,95347,90413,67.8862,94.8252,3.67146,1
DF,2013,0,3,0,,Difteria,95,1,41400,43629,100.0,105.384,5.53835,1
RO,2013,1,1,1,,Difteria,95,1,26542,25894,75.0,97.5586,,0
AC,2013,1,1,1,,Difteria,95,0,17356,12788,0.0,73.6806,,0
AM,2013,1,1,1,,Difteria,95,0,80661,61912,43.5484,76.7558,,0
RR,2013,1,1,1,,Difteria,95,0,10423,7748,13.3333,74.3356,,0
PA,2013,1,1,1,,Difteria,95,0,147222,117695,43.3566,79.9439,,0
AP,2013,1,1,1,,Difteria,95,0,15320,12237,31.25,79.876,,0
TO,2013,1,1,1,,Difteria,95,0,25285,19758,41.7266,78.1412,,0
MA,2013,1,1,1,,Difteria,95,1,120600,128973,61.2903,106.943,,0
PI,2013,1,1,1,,Difteria,95,0,49305,43609,55.8036,88.4474,,0
CE,2013,1,1,1,,Difteria,95,1,129387,125385,72.8261,96.907,,0
RN,2013,1,1,1,,Difteria,95,0,49298,41600,55.6886,84.3848,,0
PB,2013,1,1,1,,Difteria,95,1,52190,50043,49.7758,95.8862,,0
PE,2013,1,1,1,,Difteria,95,0,144062,119473,37.8378,82.9317,,0
AL,2013,1,1,1,,Difteria,95,0,54258,43391,33.3333,79.9716,,0
SE,2013,1,1,1,,Difteria,95,1,34363,36559,80.0,106.391,,0
BA,2013,1,1,1,,Difteria,95,0,212184,195563,49.6403,92.1667,,0
MG,2013,1,1,1,,Difteria,95,0,263028,243379,58.0305,92.5297,,0
ES,2013,1,1,1,,Difteria,95,0,54903,40813,38.4615,74.3366,,0
RJ,2013,1,1,1,,Difteria,95,0,217012,175884,23.913,81.048,,0
SP,2013,1,1,1,,Difteria,95,0,605385,548202,56.2791,90.5543,,0
PR,2013,1,1,1,,Difteria,95,0,150652,136675,40.1003,90.7223,,0
SC,2013,1,1,1,,Difteria,95,0,89507,74067,39.9317,82.75,,0
RS,2013,1,1,1,,Difteria,95,0,138237,100311,20.6061,72.5645,,0
MS,2013,1,1,1,,Difteria,95,0,42477,38424,61.5385,90.4584,,0
MT,2013,1,1,1,,Difteria,95,0,50851,47965,63.8298,94.3246,,0
GO,2013,1,1,1,,Difteria,95,0,95715,78934,45.935,82.4677,,0
DF,2013,1,1,1,,Difteria,95,1,39738,40943,0.0,103.032,,0
RO,2013,4,2,1,,Difteria,95,0,26875,24341,40.3846,90.5712,5.99753,1
AC,2013,4,2,1,,Difteria,95,0,17945,9542,4.54545,53.1736,25.3832,1
AM,2013,4,2,1,,Difteria,95,0,81164,48979,3.22581,60.3457,20.8893,1
RR,2013,4,2,1,,Difteria,95,0,10459,7046,0.0,67.3678,9.0604,1
PA,2013,4,2,1,,Difteria,95,0,157342,97419,10.4895,61.9154,17.2276,1
AP,2013,4,2,1,,Difteria,95,0,16262,10239,25.0,62.9627,16.3275,1
TO,2013,4,2,1,,Difteria,95,0,25812,19412,18.8406,75.2053,1.75119,1
MA,2013,4,2,1,,Difteria,95,0,128970,97139,18.894,75.3191,24.6827,1
PI,2013,4,2,1,,Difteria,95,0,49995,43501,34.0807,87.0107,0.247655,1
CE,2013,4,2,1,,Difteria,95,0,133869,113997,22.9508,85.1556,9.08243,1
RN,2013,4,2,1,,Difteria,95,0,51168,33348,17.9641,65.1735,19.8365,1
PB,2013,4,2,1,,Difteria,95,0,59151,45917,29.8643,77.6268,8.24491,1
PE,2013,4,2,1,,Difteria,95,0,146439,106004,17.2973,72.3878,11.2737,1
AL,2013,4,2,1,,Difteria,95,0,56893,40779,12.7451,71.6767,6.01968,1
SE,2013,4,2,1,,Difteria,95,0,35456,32709,37.3333,92.2524,10.5309,1
BA,2013,4,2,1,,Difteria,95,0,222587,167508,22.542,75.2551,14.3458,1
MG,2013,4,2,1,,Difteria,95,0,262138,227843,44.4183,86.9172,6.38346,1
ES,2013,4,2,1,,Difteria,95,0,53762,37844,21.7949,70.3917,7.27464,1
RJ,2013,4,2,1,,Difteria,95,0,211164,146813,14.1304,69.5256,16.5285,1
SP,2013,4,2,1,,Difteria,95,0,592479,286254,5.67227,48.3146,47.7831,1
PR,2013,4,2,1,,Difteria,95,0,149725,125375,29.1457,83.7369,8.26779,1
SC,2013,4,2,1,,Difteria,95,0,86232,72834,24.2321,84.4628,1.66471,1
RS,2013,4,2,1,,Difteria,95,0,133583,89792,13.1048,67.2181,10.4864,1
MS,2013,4,2,1,,Difteria,95,0,41136,34732,25.3165,84.4321,9.60858,1
MT,2013,4,2,1,,Difteria,95,0,53457,43646,24.8227,81.6469,9.00448,1
GO,2013,4,2,1,,Difteria,95,0,94748,70777,24.7967,74.7003,10.334,1
DF,2013,4,2,1,,Difteria,95,1,38622,38119,100.0,98.6976,6.89739,1
RO,2014,0,1,0,,Difteria,95,1,27478,29807,80.7692,108.476,,0
AC,2014,0,1,0,,Difteria,95,0,17190,13543,18.1818,78.7842,,0
AM,2014,0,1,0,,Difteria,95,0,83643,78596,67.7419,93.966,,0
RR,2014,0,1,0,,Difteria,95,1,10695,10357,66.6667,96.8396,,0
PA,2014,0,1,0,,Difteria,95,0,146569,135139,52.0833,92.2016,,0
AP,2014,0,1,0,,Difteria,95,0,16348,14751,43.75,90.2312,,0
TO,2014,0,1,0,,Difteria,95,1,25123,25010,66.187,99.5502,,0
MA,2014,0,1,0,,Difteria,95,1,118450,117162,68.6636,98.9126,,0
PI,2014,0,1,0,,Difteria,95,0,47623,42747,36.1607,89.7613,,0
CE,2014,0,1,0,,Difteria,95,1,128321,130756,82.6087,101.898,,0
RN,2014,0,1,0,,Difteria,95,1,48683,46260,64.6707,95.0229,,0
PB,2014,0,1,0,,Difteria,95,1,55902,57560,50.2242,102.966,,0
PE,2014,0,1,0,,Difteria,95,1,141888,151718,83.2432,106.928,,0
AL,2014,0,1,0,,Difteria,95,1,52979,53767,75.4902,101.487,,0
SE,2014,0,1,0,,Difteria,95,1,34191,34095,73.3333,99.7192,,0
BA,2014,0,1,0,,Difteria,95,1,205667,207751,73.3813,101.013,,0
MG,2014,0,1,0,,Difteria,95,1,265431,262329,78.1946,98.8313,,0
ES,2014,0,1,0,,Difteria,95,1,56901,54569,75.641,95.9017,,0
RJ,2014,0,1,0,,Difteria,95,1,224284,226320,69.5652,100.908,,0
SP,2014,0,1,0,,Difteria,95,1,610520,597036,76.124,97.7914,,0
PR,2014,0,1,0,,Difteria,95,1,158092,157393,68.4211,99.5579,,0
SC,2014,0,1,0,,Difteria,95,1,91873,90528,65.529,98.536,,0
RS,2014,0,1,0,,Difteria,95,1,142196,141866,65.6566,99.7679,,0
MS,2014,0,1,0,,Difteria,95,1,43500,57126,92.3077,131.324,,0
MT,2014,0,1,0,,Difteria,95,1,55698,57061,77.305,102.447,,0
GO,2014,0,1,0,,Difteria,95,1,98902,93977,65.4472,95.0203,,0
DF,2014,0,1,0,,Difteria,95,1,42819,41226,0.0,96.2797,,0
RO,2014,0,2,0,,Difteria,95,1,27478,27515,73.0769,100.135,7.68947,0
AC,2014,0,2,0,,Difteria,95,0,17190,11973,9.09091,69.651,11.5927,0
AM,2014,0,2,0,,Difteria,95,0,83643,71502,41.9355,85.4847,9.0259,0
RR,2014,0,2,0,,Difteria,95,0,10695,9692,60.0,90.6218,6.42078,0
PA,2014,0,2,0,,Difteria,95,0,146569,122347,36.1111,83.474,9.46581,0
AP,2014,0,2,0,,Difteria,95,0,16348,12905,25.0,78.9393,12.5144,0
TO,2014,0,2,0,,Difteria,95,0,25123,23447,61.1511,93.3288,6.2495,0
MA,2014,0,2,0,,Difteria,95,0,118450,106751,50.2304,90.1233,8.88599,0
PI,2014,0,2,0,,Difteria,95,0,47623,40517,30.8036,85.0786,5.21674,0
CE,2014,0,2,0,,Difteria,95,1,128321,125657,76.087,97.924,3.89963,0
RN,2014,0,2,0,,Difteria,95,0,48683,43639,51.497,89.6391,5.6658,0
PB,2014,0,2,0,,Difteria,95,1,55902,54439,46.1883,97.3829,5.42217,0
PE,2014,0,2,0,,Difteria,95,1,141888,140952,71.8919,99.3403,7.09606,0
AL,2014,0,2,0,,Difteria,95,0,52979,49101,60.7843,92.6801,8.67819,0
SE,2014,0,2,0,,Difteria,95,0,34191,32475,72.0,94.9811,4.75143,0
BA,2014,0,2,0,,Difteria,95,1,205667,195698,62.0192,95.1528,5.80166,0
MG,2014,0,2,0,,Difteria,95,1,265431,257138,74.3259,96.8756,1.97881,0
ES,2014,0,2,0,,Difteria,95,0,56901,52225,62.8205,91.7822,4.29548,0
RJ,2014,0,2,0,,Difteria,95,0,224284,210552,53.2609,93.8774,6.96713,0
SP,2014,0,2,0,,Difteria,95,0,610520,568308,59.5349,93.0859,4.81177,0
PR,2014,0,2,0,,Difteria,95,1,158092,150999,56.1404,95.5134,4.06244,0
SC,2014,0,2,0,,Difteria,95,0,91873,86953,57.6792,94.6448,3.94905,0
RS,2014,0,2,0,,Difteria,95,1,142196,136312,54.9495,95.8621,3.91496,0
MS,2014,0,2,0,,Difteria,95,1,43500,53928,87.1795,123.972,5.59815,0
MT,2014,0,2,0,,Difteria,95,1,55698,52918,66.6667,95.0088,7.26065,0
GO,2014,0,2,0,,Difteria,95,0,98902,89149,52.8455,90.1387,5.13743,0
DF,2014,0,2,0,,Difteria,95,0,42819,38324,0.0,89.5023,7.03925,0
RO,2014,0,3,0,,Difteria,95,1,27478,27988,84.6154,101.856,6.10259,1
AC,2014,0,3,0,,Difteria,95,0,17190,10815,4.54545,62.9145,20.1432,1
AM,2014,0,3,0,,Difteria,95,0,83643,69132,35.4839,82.6513,12.0413,1
RR,2014,0,3,0,,Difteria,95,0,10695,9167,53.3333,85.713,11.4898,1
PA,2014,0,3,0,,Difteria,95,0,146569,114696,29.8611,78.2539,15.1274,1
AP,2014,0,3,0,,Difteria,95,0,16348,11618,25.0,71.0668,21.2392,1
TO,2014,0,3,0,,Difteria,95,0,25123,22908,53.2374,91.1834,8.40464,1
MA,2014,0,3,0,,Difteria,95,0,118450,103306,43.318,87.2149,11.8264,1
PI,2014,0,3,0,,Difteria,95,0,47623,39565,29.4643,83.0796,7.4438,1
CE,2014,0,3,0,,Difteria,95,1,128321,125064,77.7174,97.4618,4.35315,1
RN,2014,0,3,0,,Difteria,95,0,48683,41989,47.3054,86.2498,9.2326,1
PB,2014,0,3,0,,Difteria,95,0,55902,52882,42.1525,94.5977,8.12717,1
PE,2014,0,3,0,,Difteria,95,1,141888,139112,72.973,98.0435,8.30884,1
AL,2014,0,3,0,,Difteria,95,0,52979,47290,58.8235,89.2618,12.0464,1
SE,2014,0,3,0,,Difteria,95,0,34191,32059,60.0,93.7644,5.97155,1
BA,2014,0,3,0,,Difteria,95,0,205667,190935,57.3141,92.837,8.09431,1
MG,2014,0,3,0,,Difteria,95,1,265431,255404,72.4502,96.2224,2.63981,1
ES,2014,0,3,0,,Difteria,95,0,56901,51998,67.9487,91.3833,4.71147,1
RJ,2014,0,3,0,,Difteria,95,0,224284,208523,43.4783,92.9727,7.86364,1
SP,2014,0,3,0,,Difteria,95,0,610520,571523,59.2248,93.6125,4.27328,1
PR,2014,0,3,0,,Difteria,95,0,158092,149610,53.3835,94.6348,4.94495,1
SC,2014,0,3,0,,Difteria,95,0,91873,85777,52.901,93.3648,5.2481,1
RS,2014,0,3,0,,Difteria,95,0,142196,130504,47.6768,91.7775,8.00897,1
MS,2014,0,3,0,,Difteria,95,1,43500,53883,93.5897,123.869,5.67692,1
MT,2014,0,3,0,,Difteria,95,0,55698,51811,63.1206,93.0213,9.20068,1
GO,2014,0,3,0,,Difteria,95,0,98902,85621,44.7154,86.5716,8.89154,1
DF,2014,0,3,0,,Difteria,95,0,42819,38447,0.0,89.7896,6.74089,1
RO,2014,1,1,1,,Difteria,95,0,26824,25239,61.5385,94.0911,,0
AC,2014,1,1,1,,Difteria,95,0,16809,9998,0.0,59.48,,0
AM,2014,1,1,1,,Difteria,95,0,81707,62476,33.871,76.4635,,0
RR,2014,1,1,1,,Difteria,95,0,10520,8721,13.3333,82.8992,,0
PA,2014,1,1,1,,Difteria,95,0,144946,94417,20.1389,65.1394,,0
AP,2014,1,1,1,,Difteria,95,0,15662,10101,0.0,64.4937,,0
TO,2014,1,1,1,,Difteria,95,0,24803,21363,38.1295,86.1307,,0
MA,2014,1,1,1,,Difteria,95,0,116226,91808,31.0185,78.9909,,0
PI,2014,1,1,1,,Difteria,95,0,47496,36425,28.6996,76.6907,,0
CE,2014,1,1,1,,Difteria,95,1,127775,121642,72.2826,95.2002,,0
RN,2014,1,1,1,,Difteria,95,0,48449,38533,44.3114,79.5331,,0
PB,2014,1,1,1,,Difteria,95,0,51523,47075,34.9776,91.367,,0
PE,2014,1,1,1,,Difteria,95,0,142185,120495,39.1304,84.7452,,0
AL,2014,1,1,1,,Difteria,95,0,53446,44794,34.3137,83.8117,,0
SE,2014,1,1,1,,Difteria,95,0,33912,31068,44.5946,91.6136,,0
BA,2014,1,1,1,,Difteria,95,0,207260,182765,45.0602,88.1815,,0
MG,2014,1,1,1,,Difteria,95,0,262123,237046,66.823,90.4331,,0
ES,2014,1,1,1,,Difteria,95,0,55620,47826,53.8462,85.9871,,0
RJ,2014,1,1,1,,Difteria,95,0,218741,182344,29.3478,83.3607,,0
SP,2014,1,1,1,,Difteria,95,0,605786,530869,55.7632,87.6331,,0
PR,2014,1,1,1,,Difteria,95,0,153435,129693,32.5815,84.5263,,0
SC,2014,1,1,1,,Difteria,95,0,90356,79916,43.8356,88.4457,,0
RS,2014,1,1,1,,Difteria,95,0,139970,110157,34.8178,78.7004,,0
MS,2014,1,1,1,,Difteria,95,1,42711,47450,79.4872,111.096,,0
MT,2014,1,1,1,,Difteria,95,0,52796,44943,49.2857,85.1258,,0
GO,2014,1,1,1,,Difteria,95,0,96573,77815,33.8776,80.5764,,0
DF,2014,1,1,1,,Difteria,95,0,40297,35805,0.0,88.8528,,0
RO,2014,4,2,1,,Difteria,95,0,26599,22571,34.6154,84.8566,10.5709,1
AC,2014,4,2,1,,Difteria,95,0,16660,5875,0.0,35.2641,41.2382,1
AM,2014,4,2,1,,Difteria,95,0,79457,43736,3.22581,55.0436,29.9955,1
RR,2014,4,2,1,,Difteria,95,0,10379,6940,6.66667,66.8658,20.422,1
PA,2014,4,2,1,,Difteria,95,0,151285,61757,0.694444,40.8216,34.5912,1
AP,2014,4,2,1,,Difteria,95,0,16150,7386,0.0,45.7337,26.8785,1
TO,2014,4,2,1,,Difteria,95,0,25218,16610,6.52174,65.8657,22.2487,1
MA,2014,4,2,1,,Difteria,95,0,123979,75120,7.44186,60.5909,18.1771,1
PI,2014,4,2,1,,Difteria,95,0,48823,28933,7.17489,59.261,20.5683,1
CE,2014,4,2,1,,Difteria,95,0,131186,110423,17.4863,84.1729,9.22297,1
RN,2014,4,2,1,,Difteria,95,0,49653,27499,9.09091,55.3824,28.6352,1
PB,2014,4,2,1,,Difteria,95,0,57300,36532,10.9589,63.7557,22.3962,1
PE,2014,4,2,1,,Difteria,95,0,141975,92783,8.69565,65.3516,22.9985,1
AL,2014,4,2,1,,Difteria,95,0,54783,35884,10.7843,65.5021,19.8911,1
SE,2014,4,2,1,,Difteria,95,0,34418,25277,14.8649,73.4412,18.6398,1
BA,2014,4,2,1,,Difteria,95,0,216534,144324,7.95181,66.6519,21.033,1
MG,2014,4,2,1,,Difteria,95,0,258956,202055,24.7944,78.0268,14.7613,1
ES,2014,4,2,1,,Difteria,95,0,53609,40645,12.8205,75.8175,15.0148,1
RJ,2014,4,2,1,,Difteria,95,0,211051,136653,8.69565,64.7488,25.0576,1
SP,2014,4,2,1,,Difteria,95,0,592328,185777,2.14724,31.3639,65.0051,1
PR,2014,4,2,1,,Difteria,95,0,149434,117431,20.7071,78.5839,9.45464,1
SC,2014,4,2,1,,Difteria,95,0,86271,77722,34.8276,90.0905,2.74538,1
RS,2014,4,2,1,,Difteria,95,0,132259,82893,16.6667,62.6748,24.7501,1
MS,2014,4,2,1,,Difteria,95,1,40814,39575,55.1282,96.9643,16.5964,1
MT,2014,4,2,1,,Difteria,95,0,52622,36490,11.3475,69.3436,18.8083,1
GO,2014,4,2,1,,Difteria,95,0,95623,61896,8.64198,64.7292,20.4575,1
DF,2014,4,2,1,,Difteria,95,0,37418,29501,0.0,78.8417,17.6065,1
RO,2015,0,1,0,,Difteria,95,1,28069,30245,90.3846,107.752,,0
AC,2015,0,1,0,,Difteria,95,1,17360,18481,50.0,106.457,,0
AM,2015,0,1,0,,Difteria,95,1,83794,84941,66.129,101.369,,0
RR,2015,0,1,0,,Difteria,95,1,10728,11907,80.0,110.99,,0
PA,2015,0,1,0,,Difteria,95,0,147386,123889,48.6111,84.0575,,0
AP,2015,0,1,0,,Difteria,95,1,16379,16393,68.75,100.085,,0
TO,2015,0,1,0,,Difteria,95,1,25568,25950,79.8561,101.494,,0
MA,2015,0,1,0,,Difteria,95,1,120067,120886,65.4378,100.682,,0
PI,2015,0,1,0,,Difteria,95,0,48712,42279,41.8919,86.7938,,0
CE,2015,0,1,0,,Difteria,95,1,132422,142772,85.3261,107.816,,0
RN,2015,0,1,0,,Difteria,95,1,49498,48762,68.2635,98.5131,,0
PB,2015,0,1,0,,Difteria,95,1,58636,56545,64.574,96.4339,,0
PE,2015,0,1,0,,Difteria,95,1,143724,156434,84.3243,108.843,,0
AL,2015,0,1,0,,Difteria,95,1,52490,56092,79.4118,106.862,,0
SE,2015,0,1,0,,Difteria,95,1,34602,34839,65.3333,100.685,,0
BA,2015,0,1,0,,Difteria,95,1,208212,206736,69.3046,99.2911,,0
MG,2015,0,1,0,,Difteria,95,1,270474,273612,80.422,101.16,,0
ES,2015,0,1,0,,Difteria,95,1,57883,56078,87.1795,96.8816,,0
RJ,2015,0,1,0,,Difteria,95,1,230640,239774,76.087,103.96,,0
SP,2015,0,1,0,,Difteria,95,1,624449,611089,75.3488,97.8605,,0
PR,2015,0,1,0,,Difteria,95,1,160418,162327,73.6842,101.19,,0
SC,2015,0,1,0,,Difteria,95,1,95197,98712,68.7075,103.692,,0
RS,2015,0,1,0,,Difteria,95,1,145705,141142,57.9477,96.8683,,0
MS,2015,0,1,0,,Difteria,95,1,44368,53210,83.3333,119.929,,0
MT,2015,0,1,0,,Difteria,95,1,57805,57602,70.2128,99.6488,,0
GO,2015,0,1,0,,Difteria,95,0,101985,94670,65.0406,92.8274,,0
DF,2015,0,1,0,,Difteria,95,0,43832,30083,0.0,68.6325,,0
RO,2015,0,2,0,,Difteria,95,1,28069,28097,67.3077,100.1,7.102,0
AC,2015,0,2,0,,Difteria,95,0,17360,15390,27.2727,88.6521,16.7253,0
AM,2015,0,2,0,,Difteria,95,0,83794,77568,50.0,92.5699,8.68014,0
RR,2015,0,2,0,,Difteria,95,1,10728,11068,46.6667,103.169,7.04628,0
PA,2015,0,2,0,,Difteria,95,0,147386,113470,35.4167,76.9883,8.40995,0
AP,2015,0,2,0,,Difteria,95,0,16379,14600,50.0,89.1385,10.9376,0
TO,2015,0,2,0,,Difteria,95,1,25568,24687,71.9424,96.5543,4.86705,0
MA,2015,0,2,0,,Difteria,95,0,120067,110537,53.4562,92.0628,8.56096,0
PI,2015,0,2,0,,Difteria,95,0,48712,40615,31.982,83.3778,3.93576,0
CE,2015,0,2,0,,Difteria,95,1,132422,135570,84.2391,102.377,5.04441,0
RN,2015,0,2,0,,Difteria,95,0,49498,45119,53.8922,91.1532,7.47098,0
PB,2015,0,2,0,,Difteria,95,0,58636,53269,51.1211,90.8469,5.79362,0
PE,2015,0,2,0,,Difteria,95,1,143724,147644,78.3784,102.727,5.61898,0
AL,2015,0,2,0,,Difteria,95,1,52490,50762,64.7059,96.7079,9.50225,0
SE,2015,0,2,0,,Difteria,95,0,34602,32639,61.3333,94.3269,6.31476,0
BA,2015,0,2,0,,Difteria,95,0,208212,193925,54.9161,93.1382,6.19679,0
MG,2015,0,2,0,,Difteria,95,1,270474,264701,74.3259,97.8656,3.2568,0
ES,2015,0,2,0,,Difteria,95,0,57883,54108,76.9231,93.4782,3.51296,0
RJ,2015,0,2,0,,Difteria,95,1,230640,225607,54.3478,97.8178,5.90848,0
SP,2015,0,2,0,,Difteria,95,0,624449,579761,60.4651,92.8436,5.12659,0
PR,2015,0,2,0,,Difteria,95,1,160418,156942,64.6617,97.8332,3.31738,0
SC,2015,0,2,0,,Difteria,95,1,95197,94938,62.2449,99.7279,3.82324,0
RS,2015,0,2,0,,Difteria,95,0,145705,133607,47.6768,91.6969,5.3386,0
MS,2015,0,2,0,,Difteria,95,1,44368,50631,79.4872,114.116,4.84683,0
MT,2015,0,2,0,,Difteria,95,1,57805,55051,63.1206,95.2357,4.42867,0
GO,2015,0,2,0,,Difteria,95,0,101985,90656,59.7561,88.8915,4.23999,0
DF,2015,0,2,0,,Difteria,95,0,43832,27671,0.0,63.1297,8.01782,0
RO,2015,0,3,0,,Difteria,95,1,28069,28204,76.9231,100.481,6.74822,1
AC,2015,0,3,0,,Difteria,95,0,17360,13823,27.2727,79.6256,25.2043,1
AM,2015,0,3,0,,Difteria,95,0,83794,74342,38.7097,88.72,12.4781,1
RR,2015,0,3,0,,Difteria,95,1,10728,10407,20.0,97.0078,12.5976,1
PA,2015,0,3,0,,Difteria,95,0,147386,101615,20.8333,68.9448,17.979,1
AP,2015,0,3,0,,Difteria,95,0,16379,13276,25.0,81.055,19.0142,1
TO,2015,0,3,0,,Difteria,95,0,25568,23787,63.3094,93.0343,8.33526,1
MA,2015,0,3,0,,Difteria,95,0,120067,104637,42.3963,87.1488,13.4416,1
PI,2015,0,3,0,,Difteria,95,0,48712,38073,28.3784,78.1594,9.9482,1
CE,2015,0,3,0,,Difteria,95,1,132422,133080,75.5435,100.497,6.78845,1
RN,2015,0,3,0,,Difteria,95,0,49498,42268,46.7066,85.3933,13.3177,1
PB,2015,0,3,0,,Difteria,95,0,58636,53142,48.8789,90.6303,6.01822,1
PE,2015,0,3,0,,Difteria,95,1,143724,146362,69.7297,101.835,6.4385,1
AL,2015,0,3,0,,Difteria,95,0,52490,47679,55.8824,90.8344,14.9986,1
SE,2015,0,3,0,,Difteria,95,0,34602,32144,52.0,92.8964,7.73558,1
BA,2015,0,3,0,,Difteria,95,0,208212,187401,49.4005,90.0049,9.35251,1
MG,2015,0,3,0,,Difteria,95,1,270474,259165,72.2157,95.8188,5.2801,1
ES,2015,0,3,0,,Difteria,95,0,57883,53203,71.7949,91.9147,5.12679,1
RJ,2015,0,3,0,,Difteria,95,1,230640,220123,51.087,95.4401,8.19563,1
SP,2015,0,3,0,,Difteria,95,0,624449,586029,59.6899,93.8474,4.10088,1
PR,2015,0,3,0,,Difteria,95,1,160418,154723,63.9098,96.4499,4.68437,1
SC,2015,0,3,0,,Difteria,95,1,95197,92078,58.5034,96.7236,6.72056,1
RS,2015,0,3,0,,Difteria,95,0,145705,127913,42.6263,87.789,9.37283,1
MS,2015,0,3,0,,Difteria,95,1,44368,49573,78.2051,111.731,6.83518,1
MT,2015,0,3,0,,Difteria,95,0,57805,53393,62.4113,92.3674,7.30704,1
GO,2015,0,3,0,,Difteria,95,0,101985,88772,52.8455,87.0442,6.23006,1
DF,2015,0,3,0,,Difteria,95,0,43832,27983,0.0,63.8415,6.98069,1
RO,2015,1,1,1,,Difteria,95,0,27462,25850,63.4615,94.1301,,0
AC,2015,1,1,1,,Difteria,95,0,17134,10664,4.54545,62.2388,,0
AM,2015,1,1,1,,Difteria,95,0,83442,61931,24.1935,74.2204,,0
RR,2015,1,1,1,,Difteria,95,0,10717,9521,26.6667,88.8402,,0
PA,2015,1,1,1,,Difteria,95,0,146274,84043,6.25,57.4559,,0
AP,2015,1,1,1,,Difteria,95,0,16334,11434,18.75,70.0012,,0
TO,2015,1,1,1,,Difteria,95,0,25042,20068,33.813,80.1374,,0
MA,2015,1,1,1,,Difteria,95,0,117761,91272,26.7281,77.5061,,0
PI,2015,1,1,1,,Difteria,95,0,47275,34896,24.3243,73.8149,,0
CE,2015,1,1,1,,Difteria,95,0,127968,121305,64.1304,94.7932,,0
RN,2015,1,1,1,,Difteria,95,0,48565,38777,35.9281,79.8456,,0
PB,2015,1,1,1,,Difteria,95,0,55732,41572,28.2511,74.5927,,0
PE,2015,1,1,1,,Difteria,95,0,141468,131454,50.2703,92.9214,,0
AL,2015,1,1,1,,Difteria,95,0,52644,45645,39.2157,86.705,,0
SE,2015,1,1,1,,Difteria,95,0,34114,29653,30.6667,86.9233,,0
BA,2015,1,1,1,,Difteria,95,0,204732,170323,34.7722,83.1932,,0
MG,2015,1,1,1,,Difteria,95,0,265254,235888,56.8581,88.9291,,0
ES,2015,1,1,1,,Difteria,95,0,57005,49327,50.0,86.531,,0
RJ,2015,1,1,1,,Difteria,95,0,224054,186356,28.2609,83.1746,,0
SP,2015,1,1,1,,Difteria,95,0,610208,545117,53.5714,89.333,,0
PR,2015,1,1,1,,Difteria,95,0,157941,131327,43.1078,83.1494,,0
SC,2015,1,1,1,,Difteria,95,0,92173,81758,45.2381,88.7006,,0
RS,2015,1,1,1,,Difteria,95,0,142005,110194,31.3883,77.5987,,0
MS,2015,1,1,1,,Difteria,95,1,43530,43441,67.9487,99.7955,,0
MT,2015,1,1,1,,Difteria,95,0,55738,47454,50.3546,85.1376,,0
GO,2015,1,1,1,,Difteria,95,0,100146,76665,34.5528,76.5532,,0
DF,2015,1,1,1,,Difteria,95,0,41735,25434,0.0,60.9417,,0
RO,2015,4,2,1,,Difteria,95,0,26338,22469,25.0,85.3102,13.0793,1
AC,2015,4,2,1,,Difteria,95,0,16871,7284,9.09091,43.1747,31.6954,1
AM,2015,4,2,1,,Difteria,95,0,78775,44639,6.45161,56.6665,27.9214,1
RR,2015,4,2,1,,Difteria,95,0,10445,7709,6.66667,73.8056,19.0316,1
PA,2015,4,2,1,,Difteria,95,0,149231,61335,0.694444,41.1007,27.0195,1
AP,2015,4,2,1,,Difteria,95,0,15933,8141,0.0,51.0952,28.8001,1
TO,2015,4,2,1,,Difteria,95,0,25273,18183,9.35252,71.9463,9.39306,1
MA,2015,4,2,1,,Difteria,95,0,124160,77760,7.37327,62.6289,14.8041,1
PI,2015,4,2,1,,Difteria,95,0,49181,31842,13.9013,64.7445,8.75172,1
